PRODUCTLINE,CUSTOMERNAME,SALES
Vintage_Cars,Vitachrome_Inc.,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Online_Diecast_Creations_Co.,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,LOW
Vintage_Cars,Cambridge_Collectables_Co.,LOW
Vintage_Cars,West_Coast_Collectables_Co.,LOW
Vintage_Cars,Diecast_Collectables,MEDIUM_LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Online_Diecast_Creations_Co.,MEDIUM_LOW
Vintage_Cars,West_Coast_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,Cambridge_Collectables_Co.,LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Royal_Canadian_Collectables_Ltd.,LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Online_Diecast_Creations_Co.,MEDIUM_LOW
Vintage_Cars,Online_Diecast_Creations_Co.,HIGH
Vintage_Cars,Cambridge_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,West_Coast_Collectables_Co.,LOW
Vintage_Cars,West_Coast_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,Cambridge_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,Online_Diecast_Creations_Co.,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Auto_Moto_Classics_Inc.,LOW
Vintage_Cars,Collectable_Mini_Designs_Co.,MEDIUM_LOW
Vintage_Cars,Land_of_Toys_Inc.,LOW
Vintage_Cars,Royal_Canadian_Collectables_Ltd.,LOW
Vintage_Cars,Classic_Gift_Ideas_Inc,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,West_Coast_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_HIGH
Vintage_Cars,West_Coast_Collectables_Co.,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_HIGH
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,LOW
Vintage_Cars,Land_of_Toys_Inc.,MEDIUM_LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,Microscale_Inc.,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,LOW
Vintage_Cars,Signal_Gift_Stores,LOW
Vintage_Cars,Online_Diecast_Creations_Co.,LOW
Vintage_Cars,Mini_Gifts_Distributors_Ltd.,MEDIUM_LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,MEDIUM_LOW
Vintage_Cars,Motor_Mint_Distributors_Inc.,MEDIUM_LOW
Vintage_Cars,The_Sharp_Gifts_Warehouse,LOW
