PRODUCTNAME,COUNTRY,YEAR,MONTH,TOTALSALES
1962_LanciaA_Delta_16V,France,2003,4,4309
1964_Mercedec_Tour_Bus,France,2003,4,4173
1980?s_GM_Manhattan_Express,France,2003,4,3680
1926_Ford_Fire_Engine,France,2003,4,3105
1962_Volkswagen_Microbus,France,2003,4,2919
1954_Greyhound_Scenicruiser,France,2003,4,1568
1958_Chevy_Corvette_Limited_Edition,France,2003,4,720
2002_Suzuki_XREO,France,2003,5,8300
1968_Ford_Mustang,France,2003,5,7602
1956_Porsche_356A_Coupe,France,2003,5,5504
1948_Porsche_Type_356_Roadster,France,2003,5,5338
1999_Indy_500_Monte_Carlo_SS,France,2003,5,5152
1993_Mazda_RX_7,France,2003,5,4998
1995_Honda_Civic,France,2003,5,4092
1968_Dodge_Charger,France,2003,5,3700
1992_Ferrari_360_Spider_red,France,2003,5,3600
1957_Corvette_Convertible,France,2003,5,3584
2002_Yamaha_YZR_M1,France,2003,5,3300
1948_Porsche_356_A_Roadster,France,2003,5,3096
1965_Aston_Martin_DB5,France,2003,5,3068
1966_Shelby_Cobra_427_S/C,France,2003,5,3000
1969_Harley_Davidson_Ultimate_Chopper,France,2003,5,2754
1976_Ford_Gran_Torino,France,2003,5,2478
1982_Ducati_900_Monster,France,2003,5,2464
1974_Ducati_350_Mk3_Desmo,France,2003,5,2175
1969_Dodge_Charger,France,2003,5,2140
1961_Chevrolet_Impala,France,2003,5,2059
1970_Plymouth_Hemi_Cuda,France,2003,5,2048
1957_Vespa_GS150,France,2003,5,1750
1971_Alpine_Renault_1600s,France,2003,5,1700
1969_Dodge_Super_Bee,France,2003,5,1533
1982_Ducati_996_R,France,2003,5,1395
1982_Lamborghini_Diablo,France,2003,5,1209
1992_Ferrari_360_Spider_red,France,2003,7,8323
2003_Harley_Davidson_Eagle_Drag_Bike,France,2003,7,7037
1995_Honda_Civic,France,2003,7,5292
1948_Porsche_Type_356_Roadster,France,2003,7,5115
1965_Aston_Martin_DB5,France,2003,7,4400
1999_Indy_500_Monte_Carlo_SS,France,2003,7,4329
1969_Harley_Davidson_Ultimate_Chopper,France,2003,7,3895
1993_Mazda_RX_7,France,2003,7,3650
1960_BSA_Gold_Star_DBD34_1960,France,2003,7,3569
1996_Moto_Guzzi_1100i,France,2003,7,3321
1997_BMW_R_1100_S,France,2003,7,3290
2002_Suzuki_XREO,France,2003,7,2720
1936_Harley_Davidson_El_Knucklehead,France,2003,7,1860
1966_Shelby_Cobra_427_S/C,France,2003,7,1300
2003_Harley_Davidson_Eagle_Drag_Bike,France,2003,11,8897
1952_Alpine_Renault_1300,France,2003,11,7308
2002_Suzuki_XREO,France,2003,11,6760
1980s_Black_Hawk_Helicopter,France,2003,11,6510
1962_Volkswagen_Microbus,France,2003,11,5782
1957_Corvette_Convertible,France,2003,11,5544
1997_BMW_R_1100_S,France,2003,11,5376
1941_Chevrolet_Special_Deluxe_Cabriolet,France,2003,11,5376
1958_Setra_Bus,France,2003,11,4940
1996_Moto_Guzzi_1100i,France,2003,11,4704
1962_LanciaA_Delta_16V,France,2003,11,4264
1940s_Ford_truck,France,2003,11,4256
1980?s_GM_Manhattan_Express,France,2003,11,3589
1972_Alfa_Romeo_GTA,France,2003,11,3504
American_Airlines:_MD_11S,France,2003,11,3420
1999_Yamaha_Speed_Boat,France,2003,11,3362
HMS_Bounty,France,2003,11,3298
1926_Ford_Fire_Engine,France,2003,11,3150
1900s_Vintage_Bi_Plane,France,2003,11,2754
1982_Ducati_900_Monster,France,2003,11,2520
1974_Ducati_350_Mk3_Desmo,France,2003,11,2508
1969_Harley_Davidson_Ultimate_Chopper,France,2003,11,2494
1982_Camaro_Z28,France,2003,11,2314
Boeing_X_32A_JSF,France,2003,11,2295
Corsair_F4U_(_Bird_Cage),France,2003,11,2160
1996_Peterbilt_379_Stake_Bed_with_Outrigger,France,2003,11,2145
1937_Horch_930V_Limousine,France,2003,11,1998
1961_Chevrolet_Impala,France,2003,11,1988
2002_Yamaha_YZR_M1,France,2003,11,1974
1940_Ford_Pickup_Truck,France,2003,11,1953
America_West_Airlines_B757_200,France,2003,11,1936
1960_BSA_Gold_Star_DBD34_1960,France,2003,11,1932
1939_Cadillac_Limousine,France,2003,11,1845
1936_Harley_Davidson_El_Knucklehead,France,2003,11,1600
1982_Ducati_996_R,France,2003,11,1530
1940_Ford_Delivery_Sedan,France,2003,11,1512
1957_Vespa_GS150,France,2003,11,1050
2001_Ferrari_Enzo,France,2004,1,8602
1968_Ford_Mustang,France,2004,1,7503
1957_Corvette_Convertible,France,2004,1,5658
Collectable_Wooden_Train,France,2004,1,5616
2002_Suzuki_XREO,France,2004,1,4788
1969_Harley_Davidson_Ultimate_Chopper,France,2004,1,4715
The_Titanic,France,2004,1,4440
18th_century_schooner,France,2004,1,4305
1974_Ducati_350_Mk3_Desmo,France,2004,1,4033
1904_Buick_Runabout,France,2004,1,3960
1976_Ford_Gran_Torino,France,2004,1,3752
The_USS_Constitution_Ship,France,2004,1,3404
2002_Yamaha_YZR_M1,France,2004,1,3240
The_Mayflower,France,2004,1,3240
1969_Corvair_Monza,France,2004,1,3146
1969_Ford_Falcon,France,2004,1,3120
The_Schooner_Bluenose,France,2004,1,2850
The_Queen_Mary,France,2004,1,2805
1969_Dodge_Super_Bee,France,2004,1,2730
Pont_Yacht,France,2004,1,2688
1903_Ford_Model_A,France,2004,1,2616
1970_Plymouth_Hemi_Cuda,France,2004,1,2604
1957_Vespa_GS150,France,2004,1,2484
1971_Alpine_Renault_1600s,France,2004,1,2352
1997_BMW_R_1100_S,France,2004,1,2250
1961_Chevrolet_Impala,France,2004,1,2024
1962_City_of_Detroit_Streetcar,France,2004,1,1980
1912_Ford_Model_T_Delivery_Wagon,France,2004,1,1780
1982_Ducati_996_R,France,2004,1,1722
1982_Ducati_900_Monster,France,2004,1,1344
2002_Suzuki_XREO,France,2004,2,6106
1958_Setra_Bus,France,2004,2,5762
2002_Yamaha_YZR_M1,France,2004,2,3850
1974_Ducati_350_Mk3_Desmo,France,2004,2,3330
1982_Ducati_900_Monster,France,2004,2,2960
1957_Vespa_GS150,France,2004,2,2204
1982_Ducati_996_R,France,2004,2,1677
1932_Model_A_Ford_J_Coupe,France,2004,3,7038
1928_Mercedes_Benz_SSK,France,2004,3,5568
1952_Citroen_15CV,France,2004,3,4356
1949_Jaguar_XK_120,France,2004,3,4136
1917_Grand_Touring_Sedan,France,2004,3,3718
1917_Maxwell_Touring_Car,France,2004,3,3663
1932_Alfa_Romeo_8C2300_Spider_Sport,France,2004,3,3570
1969_Chevrolet_Camaro_Z28,France,2004,3,3200
1937_Lincoln_Berline,France,2004,3,2950
1957_Ford_Thunderbird,France,2004,3,2146
1936_Mercedes_Benz_500K_Special_Roadster,France,2004,3,1519
1911_Ford_Town_Car,France,2004,3,1428
1939_Chevrolet_Deluxe_Coupe,France,2004,3,1218
1936_Mercedes_Benz_500k_Roadster,France,2004,3,1188
1938_Cadillac_V_16_Presidential_Limousine,France,2004,3,1152
1917_Grand_Touring_Sedan,France,2004,4,7585
1999_Indy_500_Monte_Carlo_SS,France,2004,4,6864
1949_Jaguar_XK_120,France,2004,4,4418
1932_Alfa_Romeo_8C2300_Spider_Sport,France,2004,4,3780
1952_Citroen_15CV,France,2004,4,2772
1965_Aston_Martin_DB5,France,2004,4,2499
1911_Ford_Town_Car,France,2004,4,2409
2002_Chevy_Corvette,France,2004,4,2349
1969_Chevrolet_Camaro_Z28,France,2004,4,2106
1957_Ford_Thunderbird,France,2004,4,2010
1970_Chevy_Chevelle_SS_454,France,2004,4,1672
1966_Shelby_Cobra_427_S/C,France,2004,4,840
1976_Ford_Gran_Torino,France,2004,5,6765
1957_Corvette_Convertible,France,2004,5,3562
2002_Yamaha_YZR_M1,France,2004,5,3456
1961_Chevrolet_Impala,France,2004,5,3306
1982_Ducati_900_Monster,France,2004,5,3102
1974_Ducati_350_Mk3_Desmo,France,2004,5,2825
1982_Ducati_996_R,France,2004,5,1728
1957_Vespa_GS150,France,2004,5,1643
1969_Dodge_Super_Bee,France,2004,5,1520
1928_Mercedes_Benz_SSK,France,2004,6,3720
1938_Cadillac_V_16_Presidential_Limousine,France,2004,6,1702
2003_Harley_Davidson_Eagle_Drag_Bike,France,2004,7,6912
ATA:_B757_300,France,2004,7,6384
America_West_Airlines_B757_200,France,2004,7,4485
1969_Harley_Davidson_Ultimate_Chopper,France,2004,7,4185
Corsair_F4U_(_Bird_Cage),France,2004,7,3362
F/A_18_Hornet_1/72,France,2004,7,3182
P_51_D_Mustang,France,2004,7,3150
1996_Moto_Guzzi_1100i,France,2004,7,2904
American_Airlines:_B767_300,France,2004,7,2880
1960_BSA_Gold_Star_DBD34_1960,France,2004,7,2400
1928_British_Royal_Navy_Airplane,France,2004,7,2375
1936_Harley_Davidson_El_Knucklehead,France,2004,7,2368
American_Airlines:_MD_11S,France,2004,7,2263
1997_BMW_R_1100_S,France,2004,7,2163
1997_BMW_F650_ST,France,2004,7,1886
1928_Ford_Phaeton_Deluxe,France,2004,7,1792
1930_Buick_Marquette_Phaeton,France,2004,7,1710
1900s_Vintage_Tri_Plane,France,2004,7,1674
1957_Vespa_GS150,France,2004,8,2166
1996_Moto_Guzzi_1100i,France,2004,9,3744
1936_Harley_Davidson_El_Knucklehead,France,2004,9,1536
1952_Alpine_Renault_1300,France,2004,10,10152
1958_Setra_Bus,France,2004,10,6396
1913_Ford_Model_T_Speedster,France,2004,10,4600
1940_Ford_Pickup_Truck,France,2004,10,4508
1982_Camaro_Z28,France,2004,10,4200
18th_century_schooner,France,2004,10,4200
1917_Maxwell_Touring_Car,France,2004,10,3952
1904_Buick_Runabout,France,2004,10,3600
1928_Mercedes_Benz_SSK,France,2004,10,3580
1937_Lincoln_Berline,France,2004,10,3552
The_Queen_Mary,France,2004,10,3367
1936_Chrysler_Airflow,France,2004,10,3333
The_Titanic,France,2004,10,2666
1996_Peterbilt_379_Stake_Bed_with_Outrigger,France,2004,10,2628
The_Schooner_Bluenose,France,2004,10,2542
1932_Model_A_Ford_J_Coupe,France,2004,10,2448
Pont_Yacht,France,2004,10,2240
18th_Century_Vintage_Horse_Carriage,France,2004,10,2236
1912_Ford_Model_T_Delivery_Wagon,France,2004,10,2088
1936_Mercedes_Benz_500K_Special_Roadster,France,2004,10,1813
1938_Cadillac_V_16_Presidential_Limousine,France,2004,10,1716
1939_Cadillac_Limousine,France,2004,10,1666
1934_Ford_V8_Coupe,France,2004,10,1560
1939_Chevrolet_Deluxe_Coupe,France,2004,10,690
1982_Camaro_Z28,France,2004,11,9568
1917_Grand_Touring_Sedan,France,2004,11,7650
1998_Chrysler_Plymouth_Prowler,France,2004,11,7448
1957_Chevy_Pickup,France,2004,11,6384
1970_Dodge_Coronet,France,2004,11,5985
1965_Aston_Martin_DB5,France,2004,11,5832
1903_Ford_Model_A,France,2004,11,5760
1992_Porsche_Cayenne_Turbo_Silver,France,2004,11,4619
1969_Corvair_Monza,France,2004,11,4059
1932_Model_A_Ford_J_Coupe,France,2004,11,3930
1948_Porsche_Type_356_Roadster,France,2004,11,3740
1982_Ducati_996_R,France,2004,11,3712
Diamond_T620_Semi_Skirted_Tanker,France,2004,11,3151
1961_Chevrolet_Impala,France,2004,11,3090
1969_Ford_Falcon,France,2004,11,3087
1950_s_Chicago_Surface_Lines_Streetcar,France,2004,11,2635
1938_Cadillac_V_16_Presidential_Limousine,France,2004,11,2322
1911_Ford_Town_Car,France,2004,11,2280
Collectable_Wooden_Train,France,2004,11,2226
1932_Alfa_Romeo_8C2300_Spider_Sport,France,2004,11,2205
2001_Ferrari_Enzo,France,2004,11,1881
1970_Chevy_Chevelle_SS_454,France,2004,11,1740
1957_Ford_Thunderbird,France,2004,11,1638
1999_Indy_500_Monte_Carlo_SS,France,2004,11,1300
1966_Shelby_Cobra_427_S/C,France,2004,11,972
1939_Chevrolet_Deluxe_Coupe,France,2004,11,700
1939_Chevrolet_Deluxe_Coupe,France,2004,12,9696
1954_Greyhound_Scenicruiser,France,2004,12,6372
Diamond_T620_Semi_Skirted_Tanker,France,2004,12,4876
2001_Ferrari_Enzo,France,2004,12,4746
1928_Mercedes_Benz_SSK,France,2004,12,4470
1950_s_Chicago_Surface_Lines_Streetcar,France,2004,12,4312
1993_Mazda_RX_7,France,2004,12,4214
2002_Yamaha_YZR_M1,France,2004,12,3926
1932_Model_A_Ford_J_Coupe,France,2004,12,3625
1969_Ford_Falcon,France,2004,12,3038
1972_Alfa_Romeo_GTA,France,2004,12,2640
1992_Porsche_Cayenne_Turbo_Silver,France,2004,12,2596
1937_Lincoln_Berline,France,2004,12,2500
1995_Honda_Civic,France,2004,12,1755
1962_City_of_Detroit_Streetcar,France,2004,12,1625
1936_Mercedes_Benz_500K_Special_Roadster,France,2004,12,1584
1938_Cadillac_V_16_Presidential_Limousine,France,2004,12,832
1982_Ducati_996_R,France,2005,1,2304
1900s_Vintage_Tri_Plane,France,2005,2,10019
1997_BMW_F650_ST,France,2005,2,6364
2002_Yamaha_YZR_M1,France,2005,2,5390
F/A_18_Hornet_1/72,France,2005,2,5192
1974_Ducati_350_Mk3_Desmo,France,2005,2,4715
2002_Suzuki_XREO,France,2005,2,3871
America_West_Airlines_B757_200,France,2005,2,3861
1928_Ford_Phaeton_Deluxe,France,2005,2,3608
1968_Ford_Mustang,France,2005,2,3420
1930_Buick_Marquette_Phaeton,France,2005,2,3234
American_Airlines:_B767_300,France,2005,2,3034
1960_BSA_Gold_Star_DBD34_1960,France,2005,2,2438
1982_Ducati_900_Monster,France,2005,2,2040
ATA:_B757_300,France,2005,2,1675
1969_Harley_Davidson_Ultimate_Chopper,France,2005,2,735
1962_City_of_Detroit_Streetcar,France,2005,3,8955
Diamond_T620_Semi_Skirted_Tanker,France,2005,3,5704
1928_British_Royal_Navy_Airplane,France,2005,3,5547
The_Titanic,France,2005,3,5184
1941_Chevrolet_Special_Deluxe_Cabriolet,France,2005,3,4815
1980s_Black_Hawk_Helicopter,France,2005,3,4224
American_Airlines:_B767_300,France,2005,3,4136
HMS_Bounty,France,2005,3,3924
The_Queen_Mary,France,2005,3,3780
1900s_Vintage_Tri_Plane,France,2005,3,3510
1972_Alfa_Romeo_GTA,France,2005,3,3360
American_Airlines:_MD_11S,France,2005,3,3132
ATA:_B757_300,France,2005,3,2806
Corsair_F4U_(_Bird_Cage),France,2005,3,2788
P_51_D_Mustang,France,2005,3,2618
The_Mayflower,France,2005,3,2592
1937_Horch_930V_Limousine,France,2005,3,2448
2001_Ferrari_Enzo,France,2005,3,2277
Pont_Yacht,France,2005,3,2108
1999_Yamaha_Speed_Boat,France,2005,3,2016
America_West_Airlines_B757_200,France,2005,3,1914
F/A_18_Hornet_1/72,France,2005,3,1914
1930_Buick_Marquette_Phaeton,France,2005,3,1813
1900s_Vintage_Bi_Plane,France,2005,3,1624
1928_Ford_Phaeton_Deluxe,France,2005,3,1474
The_USS_Constitution_Ship,France,2005,3,1452
Boeing_X_32A_JSF,France,2005,3,1360
1956_Porsche_356A_Coupe,France,2005,4,11704
1969_Dodge_Charger,France,2005,4,9021
1992_Ferrari_360_Spider_red,France,2005,4,8305
1996_Moto_Guzzi_1100i,France,2005,4,5850
1960_BSA_Gold_Star_DBD34_1960,France,2005,4,5192
1948_Porsche_356_A_Roadster,France,2005,4,4514
1936_Harley_Davidson_El_Knucklehead,France,2005,4,3080
1982_Lamborghini_Diablo,France,2005,4,2115
1962_LanciaA_Delta_16V,France,2005,5,5890
1962_Volkswagen_Microbus,France,2005,5,5488
1998_Chrysler_Plymouth_Prowler,France,2005,5,5320
1957_Chevy_Pickup,France,2005,5,4686
1940s_Ford_truck,France,2005,5,4332
1992_Ferrari_360_Spider_red,France,2005,5,3780
1964_Mercedec_Tour_Bus,France,2005,5,3762
1980?s_GM_Manhattan_Express,France,2005,5,3567
1970_Dodge_Coronet,France,2005,5,2585
Diamond_T620_Semi_Skirted_Tanker,France,2005,5,1890
1958_Chevy_Corvette_Limited_Edition,France,2005,5,1023
1926_Ford_Fire_Engine,France,2005,5,931
1954_Greyhound_Scenicruiser,France,2005,5,484
1932_Model_A_Ford_J_Coupe,Germany,2003,1,3775
1928_Mercedes_Benz_SSK,Germany,2003,1,3770
1938_Cadillac_V_16_Presidential_Limousine,Germany,2003,1,2484
1939_Chevrolet_Deluxe_Coupe,Germany,2003,1,1395
1968_Ford_Mustang,Germany,2003,10,5511
1968_Dodge_Charger,Germany,2003,10,3973
1969_Dodge_Super_Bee,Germany,2003,10,3871
1976_Ford_Gran_Torino,Germany,2003,10,3795
1948_Porsche_356_A_Roadster,Germany,2003,10,3772
1969_Dodge_Charger,Germany,2003,10,2806
1971_Alpine_Renault_1600s,Germany,2003,10,1829
1970_Plymouth_Hemi_Cuda,Germany,2003,10,1694
1968_Dodge_Charger,Germany,2003,11,5600
1957_Corvette_Convertible,Germany,2003,11,4224
1968_Ford_Mustang,Germany,2003,11,3843
1969_Dodge_Super_Bee,Germany,2003,11,3420
1976_Ford_Gran_Torino,Germany,2003,11,3404
1957_Vespa_GS150,Germany,2003,11,3139
1961_Chevrolet_Impala,Germany,2003,11,2904
1971_Alpine_Renault_1600s,Germany,2003,11,2880
1970_Plymouth_Hemi_Cuda,Germany,2003,11,1950
1998_Chrysler_Plymouth_Prowler,Germany,2004,3,7301
1970_Triumph_Spitfire,Germany,2004,3,7224
1969_Corvair_Monza,Germany,2004,3,7009
1992_Porsche_Cayenne_Turbo_Silver,Germany,2004,3,4725
Diamond_T620_Semi_Skirted_Tanker,Germany,2004,3,3978
1950_s_Chicago_Surface_Lines_Streetcar,Germany,2004,3,2806
1962_City_of_Detroit_Streetcar,Germany,2004,3,2236
1970_Dodge_Coronet,Germany,2004,3,1944
1980s_Black_Hawk_Helicopter,Germany,2004,9,5688
American_Airlines:_B767_300,Germany,2004,9,4284
American_Airlines:_MD_11S,Germany,2004,9,4089
HMS_Bounty,Germany,2004,9,3468
America_West_Airlines_B757_200,Germany,2004,9,2448
Corsair_F4U_(_Bird_Cage),Germany,2004,9,2304
1999_Yamaha_Speed_Boat,Germany,2004,9,2016
1941_Chevrolet_Special_Deluxe_Cabriolet,Germany,2004,9,1870
F/A_18_Hornet_1/72,Germany,2004,9,1782
1940_Ford_Delivery_Sedan,Germany,2004,9,1694
1937_Horch_930V_Limousine,Germany,2004,9,1674
1900s_Vintage_Bi_Plane,Germany,2004,9,1491
1930_Buick_Marquette_Phaeton,Germany,2004,9,1248
Boeing_X_32A_JSF,Germany,2004,9,945
1992_Ferrari_360_Spider_red,Germany,2004,10,8928
1968_Ford_Mustang,Germany,2004,10,6930
1976_Ford_Gran_Torino,Germany,2004,10,6272
1993_Mazda_RX_7,Germany,2004,10,6216
1956_Porsche_356A_Coupe,Germany,2004,10,5490
1957_Corvette_Convertible,Germany,2004,10,5360
1961_Chevrolet_Impala,Germany,2004,10,4753
1970_Plymouth_Hemi_Cuda,Germany,2004,10,3969
1995_Honda_Civic,Germany,2004,10,3456
1968_Dodge_Charger,Germany,2004,10,3096
1957_Vespa_GS150,Germany,2004,10,2814
1969_Dodge_Charger,Germany,2004,10,2500
1971_Alpine_Renault_1600s,Germany,2004,10,2166
1969_Dodge_Super_Bee,Germany,2004,10,2160
1948_Porsche_356_A_Roadster,Germany,2004,10,1840
1982_Ducati_996_R,Germany,2004,10,1548
1982_Lamborghini_Diablo,Germany,2004,10,1386
1940s_Ford_truck,Germany,2004,11,6204
1917_Maxwell_Touring_Car,Germany,2004,11,3003
America_West_Airlines_B757_200,Hong Kong,2003,11,4664
1928_British_Royal_Navy_Airplane,Hong Kong,2003,11,4370
P_51_D_Mustang,Hong Kong,2003,11,4230
American_Airlines:_MD_11S,Hong Kong,2003,11,3168
American_Airlines:_B767_300,Hong Kong,2003,11,3128
F/A_18_Hornet_1/72,Hong Kong,2003,11,2992
Corsair_F4U_(_Bird_Cage),Hong Kong,2003,11,2494
1900s_Vintage_Tri_Plane,Hong Kong,2003,11,1947
1928_Ford_Phaeton_Deluxe,Hong Kong,2003,11,1891
1930_Buick_Marquette_Phaeton,Hong Kong,2003,11,1599
ATA:_B757_300,Hong Kong,2003,12,3978
1997_BMW_F650_ST,Hong Kong,2003,12,3850
1928_British_Royal_Navy_Airplane,Hong Kong,2003,12,3234
1900s_Vintage_Tri_Plane,Hong Kong,2003,12,2808
P_51_D_Mustang,Hong Kong,2003,12,2604
1928_Ford_Phaeton_Deluxe,Hong Kong,2003,12,1809
1970_Triumph_Spitfire,Ireland,2004,2,8250
2001_Ferrari_Enzo,Ireland,2004,2,7168
1969_Ford_Falcon,Ireland,2004,2,5049
1992_Porsche_Cayenne_Turbo_Silver,Ireland,2004,2,5032
1969_Corvair_Monza,Ireland,2004,2,4710
Diamond_T620_Semi_Skirted_Tanker,Ireland,2004,2,3996
1962_City_of_Detroit_Streetcar,Ireland,2004,2,2070
1970_Dodge_Coronet,Ireland,2004,2,1456
1950_s_Chicago_Surface_Lines_Streetcar,Ireland,2004,2,1060
1928_British_Royal_Navy_Airplane,Ireland,2004,9,4064
ATA:_B757_300,Ireland,2004,9,3990
1997_BMW_F650_ST,Ireland,2004,9,2860
1928_Ford_Phaeton_Deluxe,Ireland,2004,9,2240
1960_BSA_Gold_Star_DBD34_1960,Ireland,2004,9,2112
P_51_D_Mustang,Ireland,2004,9,2075
1900s_Vintage_Tri_Plane,Ireland,2004,9,1656
1980s_Black_Hawk_Helicopter,Italy,2003,2,5292
1941_Chevrolet_Special_Deluxe_Cabriolet,Italy,2003,2,4756
ATA:_B757_300,Italy,2003,2,4000
America_West_Airlines_B757_200,Italy,2003,2,3774
1900s_Vintage_Bi_Plane,Italy,2003,2,3675
1999_Yamaha_Speed_Boat,Italy,2003,2,3403
American_Airlines:_B767_300,Italy,2003,2,3317
F/A_18_Hornet_1/72,Italy,2003,2,3256
Corsair_F4U_(_Bird_Cage),Italy,2003,2,3250
HMS_Bounty,Italy,2003,2,3180
P_51_D_Mustang,Italy,2003,2,3060
American_Airlines:_MD_11S,Italy,2003,2,2928
Boeing_X_32A_JSF,Italy,2003,2,2544
1928_British_Royal_Navy_Airplane,Italy,2003,2,2492
1928_Ford_Phaeton_Deluxe,Italy,2003,2,2409
1900s_Vintage_Tri_Plane,Italy,2003,2,1664
1937_Horch_930V_Limousine,Italy,2003,2,1643
1930_Buick_Marquette_Phaeton,Italy,2003,2,1560
ATA:_B757_300,Italy,2003,10,6000
1928_British_Royal_Navy_Airplane,Italy,2003,10,4120
1997_BMW_F650_ST,Italy,2003,10,4046
1900s_Vintage_Tri_Plane,Italy,2003,10,2838
P_51_D_Mustang,Italy,2003,10,2607
1928_Ford_Phaeton_Deluxe,Italy,2003,10,2100
1969_Corvair_Monza,Italy,2003,11,8366
1969_Ford_Falcon,Italy,2003,11,7850
2001_Ferrari_Enzo,Italy,2003,11,7458
1970_Triumph_Spitfire,Italy,2003,11,5544
1937_Lincoln_Berline,Italy,2003,11,5031
1932_Model_A_Ford_J_Coupe,Italy,2003,11,4495
1998_Chrysler_Plymouth_Prowler,Italy,2003,11,3660
1917_Grand_Touring_Sedan,Italy,2003,11,3504
1928_Mercedes_Benz_SSK,Italy,2003,11,3454
Diamond_T620_Semi_Skirted_Tanker,Italy,2003,11,3105
1992_Porsche_Cayenne_Turbo_Silver,Italy,2003,11,2929
1957_Ford_Thunderbird,Italy,2003,11,2808
18th_Century_Vintage_Horse_Carriage,Italy,2003,11,2759
1917_Maxwell_Touring_Car,Italy,2003,11,2755
1952_Citroen_15CV,Italy,2003,11,2737
1936_Chrysler_Airflow,Italy,2003,11,2574
1962_City_of_Detroit_Streetcar,Italy,2003,11,2432
1936_Mercedes_Benz_500K_Special_Roadster,Italy,2003,11,2112
1970_Dodge_Coronet,Italy,2003,11,1863
1932_Alfa_Romeo_8C2300_Spider_Sport,Italy,2003,11,1575
1934_Ford_V8_Coupe,Italy,2003,11,1512
1911_Ford_Town_Car,Italy,2003,11,1508
1950_s_Chicago_Surface_Lines_Streetcar,Italy,2003,11,1408
1936_Mercedes_Benz_500k_Roadster,Italy,2003,11,1155
1938_Cadillac_V_16_Presidential_Limousine,Italy,2003,11,1107
1939_Chevrolet_Deluxe_Coupe,Italy,2003,11,992
1992_Ferrari_360_Spider_red,Italy,2004,2,4590
1964_Mercedec_Tour_Bus,Italy,2004,2,2662
1968_Ford_Mustang,Italy,2004,7,9152
1995_Honda_Civic,Italy,2004,7,6223
1965_Aston_Martin_DB5,Italy,2004,7,5184
1948_Porsche_Type_356_Roadster,Italy,2004,7,5049
1992_Ferrari_360_Spider_red,Italy,2004,7,4814
1969_Dodge_Charger,Italy,2004,7,4480
1956_Porsche_356A_Coupe,Italy,2004,7,2928
1971_Alpine_Renault_1600s,Italy,2004,7,2914
1999_Indy_500_Monte_Carlo_SS,Italy,2004,7,2820
1970_Plymouth_Hemi_Cuda,Italy,2004,7,2695
1993_Mazda_RX_7,Italy,2004,7,2520
1948_Porsche_356_A_Roadster,Italy,2004,7,2475
1968_Dodge_Charger,Italy,2004,7,2464
1982_Lamborghini_Diablo,Italy,2004,7,1360
1966_Shelby_Cobra_427_S/C,Italy,2004,7,1344
1952_Alpine_Renault_1300,Italy,2004,8,8024
1937_Lincoln_Berline,Italy,2004,8,5250
1913_Ford_Model_T_Speedster,Italy,2004,8,5106
1932_Model_A_Ford_J_Coupe,Italy,2004,8,4736
1928_Mercedes_Benz_SSK,Italy,2004,8,4444
1932_Alfa_Romeo_8C2300_Spider_Sport,Italy,2004,8,3710
1917_Grand_Touring_Sedan,Italy,2004,8,3666
1917_Maxwell_Touring_Car,Italy,2004,8,3468
18th_Century_Vintage_Horse_Carriage,Italy,2004,8,3016
1934_Ford_V8_Coupe,Italy,2004,8,2967
1940_Ford_Pickup_Truck,Italy,2004,8,2808
1938_Cadillac_V_16_Presidential_Limousine,Italy,2004,8,2115
1936_Chrysler_Airflow,Italy,2004,8,1659
1911_Ford_Town_Car,Italy,2004,8,1575
1936_Mercedes_Benz_500K_Special_Roadster,Italy,2004,8,1566
1936_Mercedes_Benz_500k_Roadster,Italy,2004,8,1386
1939_Chevrolet_Deluxe_Coupe,Italy,2004,8,580
2001_Ferrari_Enzo,Italy,2004,9,8418
1969_Ford_Falcon,Italy,2004,9,8235
1904_Buick_Runabout,Italy,2004,9,4949
1969_Corvair_Monza,Italy,2004,9,4248
18th_century_schooner,Italy,2004,9,2940
1903_Ford_Model_A,Italy,2004,9,2808
Collectable_Wooden_Train,Italy,2004,9,2420
The_Mayflower,Italy,2004,9,2088
Pont_Yacht,Italy,2004,9,1920
HMS_Bounty,Italy,2004,11,4141
1928_British_Royal_Navy_Airplane,Italy,2004,11,4136
ATA:_B757_300,Italy,2004,11,4059
America_West_Airlines_B757_200,Italy,2004,11,4033
1941_Chevrolet_Special_Deluxe_Cabriolet,Italy,2004,11,3808
American_Airlines:_MD_11S,Italy,2004,11,3354
1900s_Vintage_Bi_Plane,Italy,2004,11,2832
American_Airlines:_B767_300,Italy,2004,11,2754
Corsair_F4U_(_Bird_Cage),Italy,2004,11,2660
1900s_Vintage_Tri_Plane,Italy,2004,11,2623
F/A_18_Hornet_1/72,Italy,2004,11,2112
1928_Ford_Phaeton_Deluxe,Italy,2004,11,1944
1930_Buick_Marquette_Phaeton,Italy,2004,11,1768
1937_Horch_930V_Limousine,Italy,2004,11,1460
ATA:_B757_300,Italy,2005,5,5658
1997_BMW_F650_ST,Italy,2005,5,4770
1980s_Black_Hawk_Helicopter,Italy,2005,5,4344
1928_British_Royal_Navy_Airplane,Italy,2005,5,4183
1900s_Vintage_Tri_Plane,Italy,2005,5,3600
1960_BSA_Gold_Star_DBD34_1960,Italy,2005,5,2816
